id,date_listed,ortsteil,bezirk,kiez_premium,lat,lon,property_type,rooms,area_m2,floor,total_floors,building_era,energy_class,position,condition,has_lift,has_balcony,furnished,transit_station,transit_line,transit_distance_min,to_brandenburg_gate_km,kaltmiete_eur_monthly,nebenkosten_eur_monthly,warmmiete_eur_monthly,rent_per_m2_kalt_eur,rent_includes_warmmiete,kaution_months,warmmiete_eur_monthly_usd,year,month
R029763,1/29/2024,Pankow (Ort),Pankow,medium,52.56655,13.38476,1_room,1,41.2,3,3,altbau_pre_1949,D,vorderhaus,modernisiert,FALSE,TRUE,FALSE,Paracelsus-Bad,U8,46,5.61,813,164,977,19.72,FALSE,2,1055,2024,1
R029764,8/11/2021,Nikolassee,Steglitz-Zehlendorf,high,52.43368,13.19487,4_room,4,134.9,2,4,modern_1990_2010,C,hinterhaus,saniert,TRUE,FALSE,FALSE,Berlin Hauptbahnhof,Stadtbahn,193,15.42,1895,516,2410,14.05,FALSE,3,2603,2021,8
R029765,12/26/2023,Lichtenberg (Ort),Lichtenberg,medium,52.52886,13.49904,4_room,4,122.1,4,4,post_war_1949_1990,E,vorderhaus,kernsaniert,TRUE,TRUE,FALSE,Frankfurter Allee,S Ringbahn,18,8.33,1129,530,1659,9.25,TRUE,3,1792,2023,12
R029766,2/8/2022,Schmöckwitz,Treptow-Köpenick,medium,52.37091,13.63979,2_room,2,70.2,2,5,post_war_1949_1990,A,vorderhaus,renovierungsbedürftig,FALSE,TRUE,FALSE,Rosenthaler Platz,U8,289,24.02,745,234,979,10.61,FALSE,2,1057,2022,2
R029767,11/21/2025,Prenzlauer Berg,Pankow,high,52.53985,13.422,2_room,2,63.1,1,4,altbau_pre_1949,F,hinterhaus,modernisiert,FALSE,TRUE,TRUE,Senefelderplatz,U2,12,3.98,1533,196,1729,24.31,FALSE,3,1868,2025,11
R029768,1/15/2022,Grünau,Treptow-Köpenick,medium,52.41156,13.58837,2_room,2,50.7,5,5,modern_1990_2010,A,vorderhaus,renovierungsbedürftig,TRUE,TRUE,TRUE,Rathaus Neukölln,U7,144,18.42,575,153,728,11.34,TRUE,3,786,2022,1
R029769,9/3/2022,Friedenau,Tempelhof-Schöneberg,high,52.47165,13.34397,1_room,1,38.5,5,5,altbau_pre_1949,F,vorderhaus,modernisiert,TRUE,FALSE,FALSE,Prenzlauer Allee S,S Ringbahn,131,5.47,631,138,769,16.4,TRUE,3,831,2022,9
R029770,5/20/2021,Friedrichsfelde,Lichtenberg,low,52.50449,13.53391,3_room,3,90.5,0,4,post_war_1949_1990,G,hinterhaus,saniert,FALSE,TRUE,FALSE,Görlitzer Bahnhof,U1,73,10.65,549,272,820,6.06,FALSE,2,886,2021,5
R029771,1/1/2026,Dahlem,Steglitz-Zehlendorf,high,52.4649,13.28236,4_room,4,159,6,6,altbau_pre_1949,E,vorderhaus,saniert,TRUE,FALSE,FALSE,Voltastraße,U8,149,8.62,4916,456,5371,30.92,FALSE,3,5801,2026,1
R029772,4/16/2021,Prenzlauer Berg,Pankow,high,52.53853,13.41887,2_room,2,49.7,2,6,post_war_1949_1990,E,vorderhaus,kernsaniert,FALSE,TRUE,FALSE,Rosenthaler Platz,U8,26,3.72,662,142,805,13.32,FALSE,1,869,2021,4
R029773,7/5/2022,Köpenick (Ort),Treptow-Köpenick,medium,52.43439,13.55183,3_room,3,102.9,0,8,post_war_1949_1990,E,hinterhaus,saniert,FALSE,TRUE,FALSE,Boddinstraße,U8,129,14.9,1052,461,1513,10.23,TRUE,1,1634,2022,7
R029774,6/30/2021,Prenzlauer Berg,Pankow,high,52.53454,13.44611,4_room,4,127.2,4,4,altbau_pre_1949,F,hinterhaus,kernsaniert,FALSE,FALSE,FALSE,Heinrich-Heine-Straße,U8,42,5.05,1856,343,2198,14.58,FALSE,3,2374,2021,6
R029775,12/28/2021,Hohenschönhausen,Lichtenberg,low,52.56725,13.50856,1_room,1,31.1,4,5,post_war_1949_1990,E,vorderhaus,kernsaniert,TRUE,TRUE,FALSE,Wittenau U,U8,152,10.51,284,120,404,9.12,FALSE,2,436,2021,12
R029776,12/30/2024,Köpenick (Ort),Treptow-Köpenick,medium,52.4535,13.58026,3_room,3,76.4,0,5,new_post_2010,A,vorderhaus,kernsaniert,TRUE,TRUE,FALSE,Neukölln S,S Ringbahn,114,15.39,1682,294,1976,22.01,FALSE,3,2134,2024,12
R029777,8/21/2025,Wedding,Mitte,medium,52.54485,13.34105,4_room,4,100.6,1,6,modern_1990_2010,C,seitenflügel,modernisiert,FALSE,TRUE,TRUE,Bellevue,Stadtbahn,36,4.03,1526,275,1802,15.17,FALSE,3,1946,2025,8
R029778,1/17/2023,Borsigwalde,Reinickendorf,low,52.5963,13.2985,3_room,3,92.2,2,6,new_post_2010,A_plus,vorderhaus,kernsaniert,FALSE,TRUE,FALSE,Hausvogteiplatz,U2,130,10.38,1078,373,1451,11.69,TRUE,3,1567,2023,1
R029779,8/7/2025,Charlottenburg,Charlottenburg-Wilmersdorf,high,52.5165,13.3229,5_room_plus,5,116.4,3,4,post_war_1949_1990,E,vorderhaus,modernisiert,TRUE,TRUE,FALSE,Richard-Wagner-Platz,U7,10,3.71,2513,406,2920,21.6,FALSE,2,3153,2025,8
R029780,1/24/2026,Marzahn,Marzahn-Hellersdorf,low,52.55927,13.56528,1_room,1,26.6,5,5,modern_1990_2010,C,vorderhaus,renoviert,FALSE,FALSE,FALSE,Klosterstraße,U2,125,13.56,278,104,382,10.45,FALSE,3,412,2026,1
R029781,10/23/2021,Wittenau,Reinickendorf,low,52.59045,13.33686,1_room,1,27.2,6,6,altbau_pre_1949,E,vorderhaus,saniert,FALSE,TRUE,FALSE,Wittenau U,U8,5,8.7,235,100,334,8.63,FALSE,3,361,2021,10
R029782,3/25/2020,Lichterfelde,Steglitz-Zehlendorf,medium,52.42981,13.32108,2_room,2,62.1,4,6,post_war_1949_1990,F,vorderhaus,modernisiert,TRUE,TRUE,FALSE,Klosterstraße,U2,143,10.35,661,235,897,10.65,TRUE,3,968,2020,3
R029783,4/7/2023,Tempelhof,Tempelhof-Schöneberg,medium,52.4549,13.38514,1_room,1,40,3,4,post_war_1949_1990,D,vorderhaus,modernisiert,FALSE,FALSE,TRUE,Neukölln S,S Ringbahn,49,6.85,443,192,635,11.06,TRUE,3,686,2023,4
R029784,6/24/2022,Biesdorf,Marzahn-Hellersdorf,low,52.50892,13.55499,1_room,1,20,4,4,post_war_1949_1990,G,vorderhaus,kernsaniert,TRUE,TRUE,FALSE,Bülowstraße,U2,158,12.03,140,78,218,6.98,TRUE,3,235,2022,6
R029785,11/10/2020,Lankwitz,Steglitz-Zehlendorf,medium,52.44259,13.33323,4_room,4,139.8,4,4,altbau_pre_1949,E,gartenhaus,modernisiert,FALSE,FALSE,FALSE,Halensee S,S Ringbahn,90,8.73,1361,553,1915,9.74,FALSE,3,2068,2020,11
R029786,6/15/2023,Spandau (Ort),Spandau,low,52.53067,13.2045,5_room_plus,5,201.8,0,3,post_war_1949_1990,E,vorderhaus,renovierungsbedürftig,FALSE,TRUE,FALSE,Altstadt Spandau,U7,9,11.83,1444,904,2348,7.15,TRUE,2,2536,2023,6
R029787,6/24/2021,Mariendorf,Tempelhof-Schöneberg,medium,52.43647,13.37637,1_room,1,30.1,4,5,post_war_1949_1990,D,vorderhaus,modernisiert,TRUE,TRUE,FALSE,Hausvogteiplatz,U2,102,8.88,225,118,344,7.49,TRUE,3,371,2021,6
R029788,4/27/2026,Wittenau,Reinickendorf,low,52.57947,13.34087,4_room,4,128.1,3,5,altbau_pre_1949,F,seitenflügel,modernisiert,FALSE,FALSE,FALSE,Karl-Bonhoeffer-Nervenklinik,U8,15,7.45,1545,484,2029,12.06,TRUE,2,2191,2026,4
R029789,3/26/2022,Tempelhof,Tempelhof-Schöneberg,medium,52.46995,13.38163,3_room,3,95.2,3,4,modern_1990_2010,G,vorderhaus,kernsaniert,TRUE,TRUE,FALSE,Beusselstraße,S Ringbahn,104,5.16,910,354,1264,9.57,FALSE,1,1365,2022,3
R029790,5/5/2025,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,medium,52.52924,13.29983,2_room,2,82.1,3,6,post_war_1949_1990,H,vorderhaus,saniert,FALSE,FALSE,FALSE,Mierendorffplatz,U7,12,5.46,1064,236,1300,12.96,FALSE,1,1404,2025,5
R029791,12/14/2020,Gropiusstadt,Neukölln,low,52.43125,13.47176,2_room,2,77.2,0,3,post_war_1949_1990,E,vorderhaus,saniert,FALSE,FALSE,TRUE,Hermannplatz U8,U8,90,11.4,572,263,835,7.41,TRUE,2,902,2020,12
R029792,5/16/2021,Märkisches Viertel,Reinickendorf,low,52.60527,13.35819,2_room,2,80.6,4,4,altbau_pre_1949,F,vorderhaus,modernisiert,FALSE,TRUE,FALSE,Residenzstraße,U8,52,9.98,635,202,837,7.88,TRUE,2,904,2021,5
R029793,10/24/2024,Plänterwald,Treptow-Köpenick,medium,52.46957,13.48377,3_room,3,101.6,2,5,altbau_pre_1949,H,hinterhaus,modernisiert,FALSE,FALSE,TRUE,Alexanderplatz,U2,77,8.86,860,274,1135,8.47,FALSE,2,1225,2024,10
R029794,8/18/2020,Lichtenrade,Tempelhof-Schöneberg,low,52.40176,13.38949,1_room,1,32.1,0,8,new_post_2010,A_plus,hinterhaus,modernisiert,TRUE,TRUE,FALSE,Neukölln S,S Ringbahn,102,12.76,294,111,405,9.16,TRUE,1,438,2020,8
R029795,7/31/2023,Wilmersdorf,Charlottenburg-Wilmersdorf,high,52.49043,13.31432,2_room,2,51.9,4,5,new_post_2010,B,vorderhaus,saniert,TRUE,TRUE,FALSE,Fehrbelliner Platz,U7,8,5.17,1440,217,1657,27.77,TRUE,3,1789,2023,7
R029796,9/28/2020,Schöneberg,Tempelhof-Schöneberg,high,52.4779,13.36336,3_room,3,61.6,3,6,post_war_1949_1990,D,vorderhaus,saniert,TRUE,FALSE,FALSE,Schöneberg S,S Ringbahn,8,4.38,801,238,1039,13.01,FALSE,2,1122,2020,9
R029797,6/28/2025,Falkenberg,Lichtenberg,low,52.5805,13.53994,1_room,1,20,3,5,modern_1990_2010,C,hinterhaus,saniert,TRUE,TRUE,FALSE,Schönleinstraße,U8,156,13.09,138,58,196,6.91,FALSE,3,211,2025,6
R029798,11/1/2020,Buckow,Neukölln,low,52.42258,13.43893,2_room,2,57.5,6,6,post_war_1949_1990,C,seitenflügel,renoviert,FALSE,TRUE,FALSE,Britz-Süd,U7,15,11.22,459,176,635,7.99,FALSE,2,686,2020,11
R029799,6/7/2022,Falkenhagener Feld,Spandau,low,52.54977,13.18771,1_room,1,40,7,8,new_post_2010,B,vorderhaus,modernisiert,TRUE,TRUE,FALSE,Altstadt Spandau,U7,22,13.38,448,104,552,11.21,FALSE,3,596,2022,6
R029800,1/6/2023,Schmargendorf,Charlottenburg-Wilmersdorf,high,52.47566,13.28077,4_room,4,98.5,4,4,post_war_1949_1990,D,vorderhaus,modernisiert,FALSE,TRUE,FALSE,Bundesplatz,S Ringbahn,31,7.97,1589,373,1963,16.13,TRUE,2,2120,2023,1
R029801,5/25/2021,Kreuzberg,Friedrichshain-Kreuzberg,high,52.49703,13.41695,2_room,2,74.7,2,5,altbau_pre_1949,F,gartenhaus,saniert,FALSE,TRUE,FALSE,Hausvogteiplatz,U2,22,3.41,1308,274,1582,17.51,TRUE,3,1709,2021,5
R029802,12/20/2024,Borsigwalde,Reinickendorf,low,52.59166,13.29738,1_room,1,41.2,2,5,modern_1990_2010,D,vorderhaus,modernisiert,TRUE,FALSE,TRUE,Olympia-Stadion,U2,105,9.99,363,119,482,8.82,FALSE,3,521,2024,12
R029803,6/13/2021,Niederschönhausen,Pankow,medium,52.56296,13.42392,3_room,3,123.3,2,5,post_war_1949_1990,F,vorderhaus,modernisiert,FALSE,FALSE,FALSE,Pankstraße,U8,43,6.06,1013,362,1375,8.22,TRUE,3,1485,2021,6
R029804,1/27/2023,Halensee,Charlottenburg-Wilmersdorf,high,52.4902,13.3031,1_room,1,35.6,4,4,post_war_1949_1990,E,vorderhaus,modernisiert,TRUE,FALSE,FALSE,Halensee S,S Ringbahn,5,5.82,610,129,740,17.15,TRUE,3,799,2023,1
R029805,3/30/2021,Tegel,Reinickendorf,medium,52.58244,13.28383,2_room,2,82.2,5,6,modern_1990_2010,D,seitenflügel,renoviert,TRUE,FALSE,TRUE,Charlottenburg S,Stadtbahn,98,9.71,679,280,959,8.25,TRUE,1,1035,2021,3
R029806,2/10/2022,Tegel,Reinickendorf,medium,52.58432,13.28144,2_room,2,49.9,1,4,post_war_1949_1990,E,vorderhaus,saniert,FALSE,TRUE,FALSE,Residenzstraße,U8,55,9.98,315,145,460,6.32,TRUE,3,497,2022,2
R029807,8/25/2022,Wedding,Mitte,medium,52.54672,13.34603,2_room,2,59.6,0,5,modern_1990_2010,C,hinterhaus,saniert,TRUE,TRUE,FALSE,Gesundbrunnen S,S Ringbahn,32,4,820,223,1044,13.77,TRUE,2,1127,2022,8
R029808,9/24/2020,Falkenberg,Lichtenberg,low,52.59045,13.54724,2_room,2,86.7,0,4,altbau_pre_1949,E,gartenhaus,saniert,FALSE,TRUE,FALSE,Friedrichstraße,Stadtbahn,154,14.12,400,277,677,4.62,TRUE,1,731,2020,9
R029809,12/2/2024,Pankow (Ort),Pankow,medium,52.57132,13.41559,1_room,1,46.8,4,4,altbau_pre_1949,H,gartenhaus,renovierungsbedürftig,FALSE,FALSE,FALSE,Pankow U2,U2,3,6.63,538,158,696,11.49,FALSE,2,752,2024,12
R029810,5/20/2021,Mitte (Ort),Mitte,high,52.52174,13.40817,3_room,3,116,2,4,altbau_pre_1949,D,vorderhaus,modernisiert,FALSE,FALSE,FALSE,Senefelderplatz,U2,29,2.15,2547,345,2892,21.96,FALSE,2,3123,2021,5
R029811,8/15/2023,Staaken,Spandau,low,52.53083,13.15578,3_room,3,115.2,4,6,modern_1990_2010,C,gartenhaus,modernisiert,TRUE,TRUE,FALSE,Siemensdamm,U7,103,15.1,847,433,1280,7.35,FALSE,3,1382,2023,8
R029812,9/3/2021,Marienfelde,Tempelhof-Schöneberg,low,52.42275,13.36092,2_room,2,53.2,1,3,modern_1990_2010,E,gartenhaus,renovierungsbedürftig,TRUE,FALSE,FALSE,Brandenburger Tor S,S1,138,10.46,425,139,564,7.98,FALSE,2,609,2021,9
R029813,10/16/2021,Buch,Pankow,low,52.637,13.47671,1_room,1,39.8,3,5,post_war_1949_1990,C,vorderhaus,saniert,TRUE,TRUE,TRUE,Mierendorffplatz,U7,214,15,337,159,496,8.46,FALSE,3,535,2021,10
R029814,12/14/2020,Gesundbrunnen,Mitte,medium,52.55146,13.39061,4_room,4,81.2,3,4,new_post_2010,C,gartenhaus,modernisiert,TRUE,FALSE,TRUE,Hackescher Markt,Stadtbahn,40,4.01,914,291,1205,11.26,FALSE,3,1301,2020,12
R029815,1/4/2022,Köpenick (Ort),Treptow-Köpenick,medium,52.44274,13.56938,4_room,4,132.2,0,3,altbau_pre_1949,F,hinterhaus,modernisiert,FALSE,FALSE,FALSE,Bismarckstraße,U7,234,15.34,1440,358,1799,10.9,FALSE,2,1942,2022,1
R029816,5/4/2021,Friedenau,Tempelhof-Schöneberg,high,52.47731,13.33056,5_room_plus,5,167.9,0,6,new_post_2010,A,vorderhaus,saniert,TRUE,TRUE,FALSE,Südstern,U7,67,5.38,3868,555,4424,23.04,FALSE,3,4778,2021,5
R029817,9/14/2023,Prenzlauer Berg,Pankow,high,52.53179,13.43712,1_room,1,37.6,0,5,new_post_2010,A_plus,seitenflügel,renovierungsbedürftig,TRUE,TRUE,TRUE,Treptower Park,S Ringbahn,68,4.37,1078,184,1262,28.71,FALSE,2,1363,2023,9
R029818,8/26/2020,Waidmannslust,Reinickendorf,low,52.60495,13.33497,3_room,3,80.9,5,8,post_war_1949_1990,G,seitenflügel,modernisiert,FALSE,TRUE,TRUE,Rathaus Reinickendorf,U8,22,10.27,482,278,760,5.95,TRUE,3,821,2020,8
R029819,6/28/2020,Buckow,Neukölln,low,52.42562,13.43195,2_room,2,43.2,1,6,altbau_pre_1949,B,vorderhaus,saniert,TRUE,FALSE,FALSE,Parchimer Allee,U7,26,10.73,288,145,433,6.65,FALSE,3,467,2020,6
R029820,9/16/2025,Friedrichshagen,Treptow-Köpenick,medium,52.46631,13.62807,4_room,4,101.6,3,5,modern_1990_2010,C,vorderhaus,modernisiert,TRUE,FALSE,FALSE,Berlin Hauptbahnhof,Stadtbahn,233,17.84,1978,279,2257,19.46,TRUE,3,2437,2025,9
R029821,10/5/2020,Lankwitz,Steglitz-Zehlendorf,medium,52.43907,13.34163,3_room,3,50.5,4,4,modern_1990_2010,C,vorderhaus,saniert,TRUE,TRUE,FALSE,Wannsee,S1,151,8.93,465,196,661,9.21,FALSE,3,713,2020,10
R029822,2/22/2025,Niederschönhausen,Pankow,medium,52.57677,13.41574,3_room,3,84.9,1,3,altbau_pre_1949,B,vorderhaus,renovierungsbedürftig,FALSE,TRUE,TRUE,Greifswalder Straße,S Ringbahn,54,7.2,1587,256,1843,18.69,FALSE,2,1991,2025,2
R029823,1/10/2020,Tegel,Reinickendorf,medium,52.58289,13.31038,2_room,2,64.7,0,3,post_war_1949_1990,D,seitenflügel,kernsaniert,FALSE,TRUE,FALSE,Kurfürstenstraße,U1,124,8.69,505,248,752,7.8,FALSE,3,812,2020,1
R029824,12/7/2022,Kreuzberg,Friedrichshain-Kreuzberg,high,52.49947,13.41941,2_room,2,60.2,3,5,modern_1990_2010,C,hinterhaus,modernisiert,TRUE,TRUE,FALSE,Prinzenstraße,U1,6,3.39,1370,231,1601,22.77,FALSE,2,1729,2022,12
R029825,1/17/2022,Friedrichshain,Friedrichshain-Kreuzberg,high,52.51706,13.45369,4_room,4,119,3,3,modern_1990_2010,A,seitenflügel,saniert,TRUE,FALSE,FALSE,Ostbahnhof,Stadtbahn,17,5.14,2441,425,2866,20.51,TRUE,3,3096,2022,1
R029826,4/8/2021,Lichtenrade,Tempelhof-Schöneberg,low,52.39839,13.39697,2_room,2,64,0,4,post_war_1949_1990,E,vorderhaus,kernsaniert,FALSE,TRUE,FALSE,Gleisdreieck,U1,138,13.18,438,186,624,6.85,FALSE,3,674,2021,4
R029827,1/23/2023,Gesundbrunnen,Mitte,medium,52.55801,13.38157,3_room,3,96.5,2,5,altbau_pre_1949,G,vorderhaus,saniert,FALSE,TRUE,TRUE,Gesundbrunnen S,S Ringbahn,6,4.65,1129,386,1514,11.7,TRUE,3,1636,2023,1
R029828,11/16/2025,Alt-Treptow,Treptow-Köpenick,medium,52.50131,13.43618,4_room,4,142,1,8,post_war_1949_1990,E,gartenhaus,modernisiert,FALSE,FALSE,FALSE,Hermannstraße,U8,34,4.29,1807,461,2268,12.73,TRUE,3,2450,2025,11
R029829,3/8/2020,Grunewald,Charlottenburg-Wilmersdorf,high,52.48366,13.25335,4_room,4,96.4,3,8,altbau_pre_1949,E,vorderhaus,modernisiert,FALSE,TRUE,FALSE,Nikolassee,S1,86,9.17,1367,325,1692,14.18,FALSE,3,1827,2020,3
R029830,7/12/2020,Westend,Charlottenburg-Wilmersdorf,high,52.53184,13.26721,2_room,2,67.4,5,5,altbau_pre_1949,E,hinterhaus,saniert,TRUE,TRUE,FALSE,Stadtmitte,U2,101,7.67,830,216,1046,12.32,FALSE,3,1130,2020,7
R029831,7/18/2021,Reinickendorf (Ort),Reinickendorf,low,52.57299,13.33751,2_room,2,58.7,3,6,modern_1990_2010,D,seitenflügel,renoviert,TRUE,TRUE,TRUE,Hausvogteiplatz,U2,95,6.86,495,166,661,8.44,FALSE,2,714,2021,7
R029832,6/3/2023,Wittenau,Reinickendorf,low,52.59394,13.32167,5_room_plus,5,194.7,3,4,altbau_pre_1949,F,vorderhaus,saniert,FALSE,TRUE,TRUE,Hallesches Tor,U1,136,9.43,1939,1039,2978,9.96,FALSE,2,3216,2023,6
R029833,5/20/2021,Friedrichsfelde,Lichtenberg,low,52.51494,13.52458,1_room,1,26.4,3,6,altbau_pre_1949,E,vorderhaus,modernisiert,FALSE,FALSE,TRUE,Landsberger Allee,S Ringbahn,45,9.94,259,95,355,9.82,TRUE,2,383,2021,5
R029834,8/19/2024,Spandau (Ort),Spandau,low,52.53666,13.19691,3_room,3,85,5,5,post_war_1949_1990,F,hinterhaus,modernisiert,FALSE,TRUE,FALSE,Fehrbelliner Platz,U7,117,12.44,684,289,972,8.05,TRUE,3,1050,2024,8
R029835,7/11/2020,Marzahn,Marzahn-Hellersdorf,low,52.55056,13.56301,1_room,1,20,4,5,post_war_1949_1990,D,gartenhaus,saniert,FALSE,TRUE,FALSE,Boddinstraße,U8,134,13.1,110,60,171,5.52,FALSE,3,184,2020,7
R029836,10/29/2024,Prenzlauer Berg,Pankow,high,52.53542,13.42998,4_room,4,100.4,5,5,post_war_1949_1990,G,vorderhaus,saniert,FALSE,TRUE,FALSE,Hausvogteiplatz,U2,45,4.13,1464,353,1817,14.57,FALSE,3,1962,2024,10
R029837,6/23/2020,Plänterwald,Treptow-Köpenick,medium,52.47688,13.46996,1_room,1,35.1,4,5,altbau_pre_1949,F,vorderhaus,kernsaniert,FALSE,TRUE,FALSE,Ostkreuz,S Ringbahn,31,7.63,297,121,418,8.46,FALSE,3,451,2020,6
R029838,9/21/2025,Siemensstadt,Spandau,low,52.54301,13.25964,2_room,2,75.4,4,5,modern_1990_2010,B,vorderhaus,modernisiert,FALSE,TRUE,FALSE,Fehrbelliner Platz,U7,84,8.52,985,291,1276,13.06,FALSE,3,1378,2025,9
R029839,12/15/2022,Moabit,Mitte,medium,52.52642,13.35487,3_room,3,90.9,4,4,altbau_pre_1949,H,gartenhaus,modernisiert,FALSE,TRUE,FALSE,Westhafen,S Ringbahn,12,1.91,1393,420,1812,15.31,TRUE,3,1957,2022,12
R029840,4/16/2023,Treptow,Treptow-Köpenick,medium,52.48189,13.46704,1_room,1,43.8,3,6,altbau_pre_1949,F,vorderhaus,modernisiert,TRUE,FALSE,FALSE,Märkisches Museum,U2,59,7.16,735,198,933,16.79,FALSE,3,1008,2023,4
R029841,9/6/2020,Wilmersdorf,Charlottenburg-Wilmersdorf,high,52.4849,13.32534,2_room,2,71.3,6,6,post_war_1949_1990,F,vorderhaus,renovierungsbedürftig,FALSE,TRUE,FALSE,Halensee S,S Ringbahn,20,4.98,793,182,975,11.13,TRUE,3,1053,2020,9
R029842,8/6/2023,Staaken,Spandau,low,52.52938,13.14467,2_room,2,64.1,0,3,post_war_1949_1990,D,vorderhaus,modernisiert,FALSE,TRUE,FALSE,Hallesches Tor,U1,206,15.83,373,302,675,5.82,FALSE,3,729,2023,8
R029843,9/3/2021,Lübars,Reinickendorf,medium,52.61538,13.35106,2_room,2,46.4,5,5,post_war_1949_1990,F,vorderhaus,renoviert,FALSE,TRUE,FALSE,Osloer Straße,U8,77,11.16,415,135,550,8.96,TRUE,2,594,2021,9
R029844,9/17/2024,Mitte (Ort),Mitte,high,52.51978,13.397,2_room,2,56,6,6,altbau_pre_1949,H,vorderhaus,kernsaniert,FALSE,TRUE,FALSE,Rosenthaler Platz,U8,12,1.36,1142,169,1311,20.4,FALSE,3,1416,2024,9
R029845,3/29/2022,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,medium,52.53587,13.30402,1_room,1,26.5,3,4,modern_1990_2010,E,vorderhaus,renovierungsbedürftig,TRUE,TRUE,FALSE,Jungfernheide U,U7,4,5.44,383,71,455,14.49,FALSE,3,491,2022,3
R029846,8/15/2023,Marienfelde,Tempelhof-Schöneberg,low,52.41346,13.3758,3_room,3,95.2,5,5,altbau_pre_1949,G,seitenflügel,saniert,TRUE,FALSE,FALSE,Berliner Straße,U7,102,11.44,959,459,1418,10.07,TRUE,3,1531,2023,8
R029847,10/15/2025,Hermsdorf,Reinickendorf,medium,52.61083,13.28853,2_room,2,49.4,1,5,altbau_pre_1949,F,hinterhaus,kernsaniert,FALSE,TRUE,FALSE,Wittenau U,U8,38,12.12,605,188,793,12.25,TRUE,3,856,2025,10
R029848,6/21/2021,Hermsdorf,Reinickendorf,medium,52.61205,13.32246,4_room,4,95.7,4,5,post_war_1949_1990,G,vorderhaus,kernsaniert,TRUE,FALSE,FALSE,Wittenau U,U8,40,11.28,826,360,1186,8.63,TRUE,2,1281,2021,6
R029849,5/18/2020,Friedrichshagen,Treptow-Köpenick,medium,52.44491,13.63783,3_room,3,96.2,1,5,altbau_pre_1949,G,vorderhaus,modernisiert,FALSE,FALSE,FALSE,Jannowitzbrücke,Stadtbahn,187,19.32,858,303,1161,8.91,FALSE,3,1254,2020,5
R029850,10/14/2025,Gropiusstadt,Neukölln,low,52.43371,13.46784,1_room,1,42.7,2,6,post_war_1949_1990,D,hinterhaus,saniert,TRUE,FALSE,TRUE,Johannisthaler Chaussee,U7,15,11.03,330,153,483,7.72,FALSE,1,521,2025,10
R029851,12/15/2022,Siemensstadt,Spandau,low,52.53641,13.2445,3_room,3,88,1,6,altbau_pre_1949,G,hinterhaus,renoviert,FALSE,FALSE,TRUE,Potsdamer Platz,U2,109,9.28,685,330,1015,7.79,TRUE,2,1096,2022,12
R029852,12/31/2022,Lichterfelde,Steglitz-Zehlendorf,medium,52.43566,13.32256,3_room,3,96.2,0,8,modern_1990_2010,E,seitenflügel,saniert,TRUE,FALSE,TRUE,Lichterfelde West,S1,21,9.71,1908,348,2255,19.84,TRUE,3,2436,2022,12
R029853,12/2/2021,Waidmannslust,Reinickendorf,low,52.59939,13.34851,2_room,2,53.5,1,3,altbau_pre_1949,D,hinterhaus,kernsaniert,FALSE,TRUE,FALSE,Wittenau U,U8,16,9.45,415,209,624,7.76,FALSE,1,674,2021,12
R029854,4/26/2020,Charlottenburg,Charlottenburg-Wilmersdorf,high,52.51308,13.28783,2_room,2,79.2,5,5,post_war_1949_1990,E,vorderhaus,saniert,TRUE,TRUE,FALSE,Ernst-Reuter-Platz,U2,16,6.09,988,297,1285,12.48,TRUE,3,1388,2020,4
R029855,10/3/2021,Treptow,Treptow-Köpenick,medium,52.48894,13.4661,4_room,4,98.2,0,4,post_war_1949_1990,F,hinterhaus,saniert,TRUE,TRUE,FALSE,Boddinstraße,U8,33,6.71,854,352,1206,8.7,TRUE,3,1303,2021,10
R029856,6/26/2025,Biesdorf,Marzahn-Hellersdorf,low,52.50548,13.54169,2_room,2,75,3,6,post_war_1949_1990,D,vorderhaus,kernsaniert,FALSE,FALSE,FALSE,Hermannplatz,U7,111,11.16,715,213,928,9.53,TRUE,1,1002,2025,6
R029857,12/3/2022,Heiligensee,Reinickendorf,medium,52.62272,13.23375,5_room_plus,5,118.5,4,5,post_war_1949_1990,C,vorderhaus,saniert,FALSE,TRUE,FALSE,Klosterstraße,U2,197,15.32,1121,405,1526,9.46,FALSE,3,1648,2022,12
R029858,5/10/2022,Kaulsdorf,Marzahn-Hellersdorf,low,52.49653,13.6028,1_room,1,34.1,2,4,new_post_2010,A,seitenflügel,saniert,TRUE,TRUE,FALSE,Ostbahnhof,Stadtbahn,130,15.39,247,100,347,7.24,FALSE,3,375,2022,5
R029859,9/17/2021,Lübars,Reinickendorf,medium,52.60377,13.33902,5_room_plus,5,111.8,1,6,post_war_1949_1990,D,gartenhaus,modernisiert,FALSE,TRUE,FALSE,Wittenau U,U8,34,10.07,1056,399,1455,9.45,TRUE,3,1572,2021,9
R029860,1/16/2026,Gropiusstadt,Neukölln,low,52.43837,13.4642,1_room,1,40.3,1,5,post_war_1949_1990,G,vorderhaus,kernsaniert,TRUE,FALSE,FALSE,Lipschitzallee,U7,3,10.46,463,138,600,11.49,FALSE,3,648,2026,1
